param_name,param_value
test_loss,0.8322961330413818
test_acc_macro,0.1906837522983551
test_acc_micro,0.6965811848640442
test_rocauc,0.16999050974845886
test_f1_macro,0.2057579606771469
test_f1_micro,0.6965811848640442
test_mcc,0.35819128155708313
custom_name,1_run
seed,42
epochs,300
min_epochs,60
gpu,[0]
precision,32-true
fast_dev_run,False
overfit_batches ,0
dataset_name,azh
batch_size,32
val_batch_size,32
test_batch_size,32
val_split,0.1
test_split,0.2
keep_classes,
min_samples,0
augmentation,True
keep_aspect_ratio,False
keep_aspect_ratio_eval,False
num_workers,-1
backbone,resnet_imagenet
num_mlp_layers,3
num_mlp_neurons,512
freeze_backbone,True
